Entry	Entry Name	Protein names	Gene Names	Organism	Length	Virus hosts
A0A1P7ZRG5	A0A1P7ZRG5_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	270	
A0A1P7ZRG6	A0A1P7ZRG6_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	76	
A0A1P7ZRG7	A0A1P7ZRG7_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	59	
A0A1P7ZRG8	A0A1P7ZRG8_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	56	
A0A1P7ZRG9	A0A1P7ZRG9_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	52	
A0A1P7ZRH0	A0A1P7ZRH0_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	50	
A0A1P7ZRH1	A0A1P7ZRH1_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	51	
A0A1P7ZRH2	A0A1P7ZRH2_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	56	
A0A1P7ZRH3	A0A1P7ZRH3_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	253	
A0A1P7ZRH4	A0A1P7ZRH4_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	51	
A0A1P7ZRH5	A0A1P7ZRH5_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	253	
A0A1P7ZRH6	A0A1P7ZRH6_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	59	
A0A1P7ZRH7	A0A1P7ZRH7_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	51	
A0A1P7ZRH8	A0A1P7ZRH8_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	270	
A0A1P7ZRH9	A0A1P7ZRH9_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	73	
A0A1P7ZRI0	A0A1P7ZRI0_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	76	
A0A1P7ZRI1	A0A1P7ZRI1_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	59	
A0A1P7ZRI2	A0A1P7ZRI2_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	56	
A0A1P7ZRI3	A0A1P7ZRI3_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	50	
A0A1P7ZRI4	A0A1P7ZRI4_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	73	
A0A1P7ZRI5	A0A1P7ZRI5_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	270	
A0A1P7ZRI6	A0A1P7ZRI6_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	56	
A0A1P7ZRI7	A0A1P7ZRI7_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	270	
A0A1P7ZRI8	A0A1P7ZRI8_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	50	
A0A1P7ZRI9	A0A1P7ZRI9_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	39	
A0A1P7ZRJ0	A0A1P7ZRJ0_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	49	
A0A1P7ZRJ1	A0A1P7ZRJ1_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	67	
A0A1P7ZRJ2	A0A1P7ZRJ2_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	51	
A0A1P7ZRJ3	A0A1P7ZRJ3_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	42	
A0A1P7ZRJ4	A0A1P7ZRJ4_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	270	
A0A1P7ZRJ5	A0A1P7ZRJ5_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	37	
A0A1P7ZRJ6	A0A1P7ZRJ6_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	270	
A0A1P7ZRJ7	A0A1P7ZRJ7_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	69	
A0A1P7ZRJ8	A0A1P7ZRJ8_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	59	
A0A1P7ZRJ9	A0A1P7ZRJ9_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	41	
A0A1P7ZRK0	A0A1P7ZRK0_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	255	
A0A1P7ZRK1	A0A1P7ZRK1_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	73	
A0A1P7ZRK2	A0A1P7ZRK2_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	65	
A0A1P7ZRK5	A0A1P7ZRK5_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	76	
A0A1P7ZRK6	A0A1P7ZRK6_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	56	
A0A1P7ZRK9	A0A1P7ZRK9_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	76	
A0A1P7ZRL0	A0A1P7ZRL0_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	73	
A0A1P8A7E0	A0A1P8A7E0_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	344	
A0A1P8A7F0	A0A1P8A7F0_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	326	
A0A1P8A7G3	A0A1P8A7G3_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	678	
A0A1S6KXR8	A0A1S6KXR8_9BETC	Spike protein	S	Canine respiratory coronavirus	305	
A0A1S6KXS0	A0A1S6KXS0_9BETC	Spike protein	S	Canine respiratory coronavirus	312	
A0A1S6QC67	A0A1S6QC67_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC71	A0A1S6QC71_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC75	A0A1S6QC75_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC81	A0A1S6QC81_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC82	A0A1S6QC82_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC83	A0A1S6QC83_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC84	A0A1S6QC84_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC85	A0A1S6QC85_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC88	A0A1S6QC88_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC91	A0A1S6QC91_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC93	A0A1S6QC93_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC94	A0A1S6QC94_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC95	A0A1S6QC95_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QC96	A0A1S6QC96_9ALPC	S1	S	Porcine epidemic diarrhea virus	784	
A0A1S6QC98	A0A1S6QC98_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCA2	A0A1S6QCA2_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCA3	A0A1S6QCA3_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCA4	A0A1S6QCA4_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCA6	A0A1S6QCA6_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCA7	A0A1S6QCA7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCA8	A0A1S6QCA8_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCB2	A0A1S6QCB2_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCB3	A0A1S6QCB3_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCB4	A0A1S6QCB4_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCB5	A0A1S6QCB5_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCB7	A0A1S6QCB7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCB8	A0A1S6QCB8_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCC3	A0A1S6QCC3_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCC6	A0A1S6QCC6_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCC9	A0A1S6QCC9_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCK5	A0A1S6QCK5_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCK9	A0A1S6QCK9_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCL5	A0A1S6QCL5_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCL7	A0A1S6QCL7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCM2	A0A1S6QCM2_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCM6	A0A1S6QCM6_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCM7	A0A1S6QCM7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCN2	A0A1S6QCN2_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCN5	A0A1S6QCN5_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCN7	A0A1S6QCN7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCN9	A0A1S6QCN9_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCP4	A0A1S6QCP4_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCP5	A0A1S6QCP5_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCP9	A0A1S6QCP9_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCQ3	A0A1S6QCQ3_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCQ4	A0A1S6QCQ4_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCQ5	A0A1S6QCQ5_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCR5	A0A1S6QCR5_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1S6QCS7	A0A1S6QCS7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A1V0CI57	A0A1V0CI57_MERS	Spike protein	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	200	
A0A1V0CI80	A0A1V0CI80_MERS	Spike protein	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	111	
A0A1V0CI82	A0A1V0CI82_MERS	Spike protein	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	129	
A0A1V0CI86	A0A1V0CI86_MERS	Spike protein	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	200	
A0A1V0CI91	A0A1V0CI91_MERS	Spike protein	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	200	
A0A1V0CI96	A0A1V0CI96_MERS	Spike protein	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	199	
A0A1V0CIJ1	A0A1V0CIJ1_MERS	Spike protein	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	178	
A0A1V0G2X7	A0A1V0G2X7_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Y4	A0A1V0G2Y4_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Y6	A0A1V0G2Y6_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Y8	A0A1V0G2Y8_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Y9	A0A1V0G2Y9_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Z0	A0A1V0G2Z0_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	823	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Z2	A0A1V0G2Z2_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Z3	A0A1V0G2Z3_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	823	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Z4	A0A1V0G2Z4_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G2Z6	A0A1V0G2Z6_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G302	A0A1V0G302_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1V0G304	A0A1V0G304_CVHOC	Spike protein	S	Human coronavirus OC43 (HCoV-OC43)	818	Homo sapiens (Human) [TaxID: 9606]
A0A1Y5Q7J6	A0A1Y5Q7J6_9GAMC	Spike	S	Infectious bronchitis virus	233	
A0A1Z2RPL7	A0A1Z2RPL7_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A1Z2RPL9	A0A1Z2RPL9_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A1Z2RPM0	A0A1Z2RPM0_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A1Z2RPM1	A0A1Z2RPM1_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A1Z2RPM2	A0A1Z2RPM2_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A1Z2RPM3	A0A1Z2RPM3_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A1Z2RPM5	A0A1Z2RPM5_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A1Z2RPN1	A0A1Z2RPN1_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A1Z2RPN2	A0A1Z2RPN2_9GAMC	Spike glycoprotein	S	Infectious bronchitis virus	126	
A0A2H4DY56	A0A2H4DY56_9GAMC	Spike protein	S	Infectious bronchitis virus	226	
A0A2H4FSA3	A0A2H4FSA3_9BETC	Spike protein	S	Bovine coronavirus	149	
A0A2H4FT73	A0A2H4FT73_9BETC	Spike protein	S	Bovine coronavirus	149	
A0A2H4FXV1	A0A2H4FXV1_9BETC	Spike protein	S	Bovine coronavirus	149	
A0A2H5ACJ2	A0A2H5ACJ2_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACJ6	A0A2H5ACJ6_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACJ7	A0A2H5ACJ7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACJ8	A0A2H5ACJ8_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACK1	A0A2H5ACK1_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACK6	A0A2H5ACK6_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACK7	A0A2H5ACK7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACK9	A0A2H5ACK9_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACL0	A0A2H5ACL0_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACL1	A0A2H5ACL1_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACL5	A0A2H5ACL5_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACL6	A0A2H5ACL6_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACL7	A0A2H5ACL7_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACL9	A0A2H5ACL9_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACM4	A0A2H5ACM4_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACM6	A0A2H5ACM6_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACM8	A0A2H5ACM8_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACM9	A0A2H5ACM9_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACN2	A0A2H5ACN2_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACN4	A0A2H5ACN4_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACN9	A0A2H5ACN9_9ALPC	S1	S	Porcine epidemic diarrhea virus	792	
A0A2H5ACP1	A0A2H5ACP1_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACP2	A0A2H5ACP2_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACP5	A0A2H5ACP5_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACP7	A0A2H5ACP7_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACP8	A0A2H5ACP8_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACP9	A0A2H5ACP9_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACQ0	A0A2H5ACQ0_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACQ1	A0A2H5ACQ1_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACQ2	A0A2H5ACQ2_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACQ4	A0A2H5ACQ4_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACQ5	A0A2H5ACQ5_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACQ6	A0A2H5ACQ6_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACQ7	A0A2H5ACQ7_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACQ8	A0A2H5ACQ8_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACR0	A0A2H5ACR0_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACR1	A0A2H5ACR1_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACR2	A0A2H5ACR2_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACR3	A0A2H5ACR3_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACR6	A0A2H5ACR6_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACR7	A0A2H5ACR7_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACR8	A0A2H5ACR8_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACS1	A0A2H5ACS1_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2H5ACS9	A0A2H5ACS9_9ALPC	Spike protein	S	Feline coronavirus	56	
A0A2P1E904	A0A2P1E904_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E905	A0A2P1E905_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E910	A0A2P1E910_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	841	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E912	A0A2P1E912_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E913	A0A2P1E913_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	841	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E915	A0A2P1E915_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E917	A0A2P1E917_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E918	A0A2P1E918_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E919	A0A2P1E919_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E920	A0A2P1E920_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E921	A0A2P1E921_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E926	A0A2P1E926_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E927	A0A2P1E927_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E930	A0A2P1E930_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	841	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E931	A0A2P1E931_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	841	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E932	A0A2P1E932_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	841	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E936	A0A2P1E936_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	841	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E937	A0A2P1E937_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E939	A0A2P1E939_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	840	Homo sapiens (Human) [TaxID: 9606]
A0A2P1E952	A0A2P1E952_CVHNL	Spike protein	S	Human coronavirus NL63 (HCoV-NL63)	841	Homo sapiens (Human) [TaxID: 9606]
A0A2P1ISZ6	A0A2P1ISZ6_MERS	S protein	S	Middle East respiratory syndrome-related coronavirus (MERS-CoV)	178	
A0A2U7NVV4	A0A2U7NVV4_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NVV7	A0A2U7NVV7_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NVV8	A0A2U7NVV8_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NVW3	A0A2U7NVW3_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NVW5	A0A2U7NVW5_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NVW6	A0A2U7NVW6_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NVX0	A0A2U7NVX0_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NW42	A0A2U7NW42_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NW45	A0A2U7NW45_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NZD9	A0A2U7NZD9_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NZE0	A0A2U7NZE0_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NZE8	A0A2U7NZE8_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7NZL6	A0A2U7NZL6_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7P1M8	A0A2U7P1M8_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7P1N5	A0A2U7P1N5_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7P1P0	A0A2U7P1P0_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7P6P6	A0A2U7P6P6_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7P6Q1	A0A2U7P6Q1_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7P6R0	A0A2U7P6R0_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7P6Z4	A0A2U7P6Z4_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PAI4	A0A2U7PAI4_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PAJ7	A0A2U7PAJ7_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PAX0	A0A2U7PAX0_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PF18	A0A2U7PF18_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PF24	A0A2U7PF24_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PFS1	A0A2U7PFS1_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PFS7	A0A2U7PFS7_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PMB8	A0A2U7PMB8_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PMC7	A0A2U7PMC7_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PMD4	A0A2U7PMD4_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U7PML6	A0A2U7PML6_9ALPC	Spike protein	S	Porcine epidemic diarrhea virus	200	
A0A2U8XD38	A0A2U8XD38_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	69	
A0A2U8XD41	A0A2U8XD41_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	263	
A0A2U8XE32	A0A2U8XE32_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	69	
A0A2U8XEK5	A0A2U8XEK5_9ALPC	Spike glycoprotein	S	Porcine epidemic diarrhea virus	69	
A0A2U9I5Y4	A0A2U9I5Y4_9GAMC	Spike protein	S	Gammacoronavirus sp	156	
A0A2U9I608	A0A2U9I608_9GAMC	Spike protein	S	Gammacoronavirus sp	175	
A0A2Z4KJM2	A0A2Z4KJM2_9BETC	Spike glycoprotein	S	Bovine coronavirus	356	
A0A2Z4KJM3	A0A2Z4KJM3_9BETC	Spike glycoprotein	S	Bovine coronavirus	356	
A0A2Z4KJM4	A0A2Z4KJM4_9BETC	Spike glycoprotein	S	Bovine coronavirus	354	
A0A2Z5T1L4	A0A2Z5T1L4_CVHOC	Spike glycoprotein	S	Human coronavirus OC43 (HCoV-OC43)	763	Homo sapiens (Human) [TaxID: 9606]
A0A2Z5T1L5	A0A2Z5T1L5_CVHOC	Spike glycoprotein	S	Human coronavirus OC43 (HCoV-OC43)	763	Homo sapiens (Human) [TaxID: 9606]
A0A2Z5T1W4	A0A2Z5T1W4_CVHOC	Spike glycoprotein	S	Human coronavirus OC43 (HCoV-OC43)	767	Homo sapiens (Human) [TaxID: 9606]
A0A2Z5T1W7	A0A2Z5T1W7_CVHOC	Spike glycoprotein	S	Human coronavirus OC43 (HCoV-OC43)	767	Homo sapiens (Human) [TaxID: 9606]
